,word,freq
15083,colouring,3
7868,gems,3
1416,falls,3
8010,sarcastic,3
5962,sickness,3
8020,cord,3
8021,lid,3
12845,supplicated,3
7865,foam,3
2487,vices,3
14893,stare,3
8239,mould,3
8245,plenty,3
5377,resources,3
5406,sorrows,3
15848,“mary,3
13058,overcast,3
3885,portions,3
2908,buy,3
15199,ties,3
108,encouraged,3
1210,john!”,3
2342,up!”,3
13061,dividing,3
6169,faintly,3
8449,nay,3
2340,prey,3
15729,undertook,3
5387,innocence,3
8451,unfolded,3
2915,thereby,3
5383,smote,3
11146,distortion,3
11781,backs,3
11145,shudder,3
2901,driving,3
11172,untiring,3
16114,judges,3
5428,"will,”",3
8377,flint,3
2356,wounded,3
11761,disk,3
6145,awaited,3
7680,politeness,3
7678,accost,3
16915,host,3
15187,grange,3
6152,exile,3
11188,drops,3
5413,streaming,3
5426,us.”,3
11765,elf,3
7671,athletic,3
8416,interlocutor,3
1496,ottoman,3
16910,calamity,3
6156,travelled,3
13049,scathed,3
5414,"eyre,”",3
8454,seasons,3
1506,looking-glass,3
7751,"ago,”",3
13074,meridian,3
8520,shuttlecock,3
11116,grating,3
7612,une,3
14723,clapped,3
5321,sobbing,3
6208,faster,3
11111,edging,3
2957,proceedings,3
8533,preference,3
2958,lack,3
11804,occurrence,3
6211,noted,3
430,tribute,3
6213,shivered,3
8543,chalk,3
15828,forbear,3
13088,dripping,3
15223,proposal,3
2293,hymn,3
8555,consecrated,3
12612,experiment,3
2308,o’er,3
15212,him—the,3
422,electric,3
6185,nuisance,3
5372,“hush,3
8461,à,3
8471,presentiment,3
8475,previously,3
8476,circled,3
1209,fly,3
1509,majesty,3
5359,absolved,3
7636,unwelcome,3
1206,“dear,3
8514,blossom,3
12628,averted,3
2320,marshes,3
5348,coldly,3
2940,store,3
6191,"that,”",3
7626,conjectured,3
5341,millions,3
7624,mademoiselle?”,3
8512,root,3
2867,smart,3
11755,painfully,3
11754,forbade,3
8369,revert,3
2799,retire,3
16067,abandon,3
6095,fondness,3
2801,rarely,3
5541,eloquence,3
12995,numbered,3
1254,lady’s-maid,3
5532,pencilled,3
8301,simpleton,3
6100,invested,3
11724,heartily,3
5527,liquid,3
5526,bloodless,3
2388,pinch,3
1246,“hold,3
11726,moaning,3
5522,woke,3
5520,beloved,3
6106,acquirements,3
2817,strings,3
6109,latterly,3
5549,stores,3
7724,prefer,3
6089,regeneration,3
1283,lend,3
8248,series,3
5584,regarding,3
2407,frown,3
11700,subdue,3
8257,recovered,3
5576,conspicuous,3
8260,envy,3
1471,divers,3
7745,none.”,3
11707,annoy,3
11710,incomprehensible,3
8269,gush,3
5567,pulled,3
2782,elaborately,3
6083,combine,3
5562,sounding,3
8278,attribute,3
6086,compassion,3
8282,hackneyed,3
11709,caused,3
8314,cursed,3
5513,serenity,3
11240,apple,3
1234,moment’s,3
11742,beset,3
6125,granted,3
7692,pressure,3
12655,moment.”,3
11215,“leave,3
5471,to-day?”,3
5470,beaming,3
6129,namely,3
8347,messenger,3
1230,trifle,3
11225,portal,3
8355,gracious,3
7688,statue,3
2367,shrewd,3
15185,remaining,3
2860,intensely,3
2862,push,3
6136,element,3
6137,prop,3
13031,drifted,3
1237,liable,3
12659,vouchsafed,3
2824,graven,3
5497,deficiencies,3
8316,cost,3
11729,workhouse,3
5507,feasted,3
16080,sisterly,3
11237,enclosure,3
402,resembles,3
6112,harmonious,3
8320,bee,3
11236,leafy,3
324,kings,3
1244,desperation,3
403,eagle,3
11731,gibson,3
14842,baking,3
8328,preach,3
2381,blunt,3
8336,inspiration,3
2375,baby,3
407,stoop,3
2834,capable,3
4841,allowance,3
2155,soothe,3
10836,disguise,3
4197,penetrated,3
6713,recoil,3
1946,abhor,3
6715,traversing,3
3604,youthful,3
6718,halted,3
9677,magnificent,3
10412,sallow,3
13548,cunning,3
3613,roving,3
9683,stared,3
9684,dispersed,3
663,afar,3
4284,dead?”,3
1939,pleaded,3
6726,ebon,3
7111,noisy,3
3620,you’re,3
36,preface,3
9696,child-like,3
35,author,3
4272,variety,3
7132,curtseyed,3
9654,smoothed,3
41,eyre”,3
4330,teaches,3
9602,amused,3
12383,eyes?”,3
3571,congealed,3
1959,“o,3
9610,mingled,3
4337,france,3
6698,solicitous,3
9615,excursion,3
876,adventure,3
9625,"him,”",3
1949,tricks,3
9626,“look,3
1691,battle,3
1692,fought,3
10425,shrinking,3
3588,lea,3
3589,melting,3
874,passages,3
3594,tripping,3
14060,giacinta,3
12158,south,3
4266,examination,3
10381,taciturnity,3
13982,refreshed,3
851,profoundly,3
7092,dint,3
10360,affairs,3
9754,spotless,3
3663,embraced,3
687,thereof,3
1913,come.”,3
13587,snare,3
10353,interests,3
12180,boast,3
9748,fluency,3
12181,subtle,3
13979,me—i,3
9772,window-curtain,3
4205,mantle,3
10345,quiver,3
10343,shrink,3
9775,frederick,3
3676,rays,3
4199,cough,3
7094,outlet,3
7098,paced,3
10379,cards,3
14004,fidelity,3
9713,dowager,3
4260,frivolous,3
12164,prime,3
7104,peal,3
1927,flying,3
4256,about?”,3
3630,sorrowful,3
6739,background,3
6741,cawing,3
6743,wing,3
13575,gospel,3
855,narrated,3
3639,sharply,3
13998,selected,3
12172,summit,3
10369,dulness,3
3645,others.”,3
10368,perceptible,3
6749,array,3
13993,clime,3
642,scarlet,3
16511,mutilated,3
3560,fascinating,3
6647,rained,3
12086,cries,3
3509,pulses,3
1668,resolve,3
7197,restlessness,3
14177,gentleness,3
10516,advised,3
2000,supporting,3
14171,vitals,3
6646,recollect,3
12430,constancy,3
6639,family.”,3
4440,scatcherd’s,3
4439,hem,3
15410,soldier,3
4437,needle,3
3516,reaction,3
7189,sequestered,3
9476,scoured,3
9477,flashed,3
6652,adela,3
9452,bank,3
4458,boys,3
4426,quality,3
12081,shooting,3
4493,winding,3
1658,loaded,3
6622,anticipated,3
3490,little.”,3
10541,breach,3
4485,nails,3
12076,meadows,3
6625,soon.”,3
2012,dissolved,3
4476,solved,3
10524,chatter,3
6631,to-night?”,3
9429,stains,3
4471,reign,3
911,calling,3
4467,insist,3
3505,subsided,3
9446,guess?”,3
2003,tenderly,3
4460,“burns,3
9482,sanctum,3
9484,refuge,3
6687,stained,3
1597,insolent,3
12415,edward!”,3
4384,upwards,3
9555,eat.”,3
12111,balm,3
1970,passions,3
9559,commotion,3
10469,consult,3
10463,coal,3
7165,other’s,3
6680,frankly,3
14126,prolong,3
7163,simplicity,3
10462,wanderings,3
3553,nourishment,3
4367,meat,3
13519,stabbed,3
14098,vanish,3
6685,unlike,3
9584,lustrous,3
3558,swam,3
4387,blushed,3
3543,willingly,3
9485,trouble.”,3
9506,mesrour,3
6656,finer,3
9493,news?”,3
1993,uncertainty,3
4416,preceding,3
895,interruption,3
13503,partner,3
260,vouch,3
14153,draws,3
10488,course.”,3
1674,insupportable,3
14131,thoughtful,3
12096,vicinage,3
9515,joyous,3
10481,chimney-corner,3
10480,entreating,3
4401,p.m,3
7178,solicitude,3
14140,straining,3
7177,conscientious,3
1678,eating,3
6766,knoll,3
7077,timber,3
3484,corrected,3
7076,ancient,3
4005,potatoes,3
3799,pebbly,3
9988,support,3
1840,waken,3
6985,rare,3
3802,numbed,3
12320,vehemence,3
3806,papered,3
3992,corresponding,3
10234,courtship,3
3987,buxom,3
13821,whitewashed,3
1762,conceiving,3
3809,puzzling,3
6863,dance,3
10020,rattling,3
12250,“must,3
3976,swallow,3
13805,eyes.”,3
3815,"alone,”",3
10029,grant,3
4006,famine,3
17360,monday,3
12243,laurel,3
4026,consolation,3
9917,sickly,3
801,sinking,3
1754,humiliation,3
6832,briefly,3
3786,slumbered,3
13873,honeymoon,3
3787,cessation,3
3788,motion,3
6999,peculiarities,3
3792,nevertheless,3
6848,city,3
10246,barren,3
12326,energetic,3
798,bars,3
29,thackeray,3
9964,alliance,3
13846,will.”,3
731,shores,3
9980,for.”,3
4011,relinquished,3
10034,shoot,3
3816,attentively,3
3969,universal,3
3904,weariness,3
6945,sketches,3
12305,"way,”",3
3926,occur,3
3925,shivering,3
10174,bracelets,3
12304,intervened,3
15550,fondly,3
6934,harvest,3
6926,volumes,3
3903,overpowered,3
12307,eve,3
10115,semicircle,3
760,pole,3
10116,alterations,3
3870,repetitions,3
13742,lodged,3
12289,bitternutt,3
10131,fastening,3
16651,proposing,3
10136,propose,3
10077,mat,3
6953,moulded,3
10225,returns,3
3954,chapters,3
1827,wrongs,3
13794,impetus,3
3820,placing,3
3961,inanition,3
3821,ma’am.”,3
780,impressive,3
3957,indefatigable,3
777,children’s,3
1825,oppressed,3
6871,forsaken,3
10070,mellow,3
6959,apartments,3
227,is—i,3
6956,sideboard,3
3946,assembled,3
13687,forgave,3
12257,nail,3
3845,irregular,3
13781,assume,3
10066,substitute,3
7020,antiquity,3
10250,undue,3
10252,spiteful,3
4149,lunch,3
4160,coloured,3
13608,objection,3
7062,tranquilly,3
3703,gravel,3
10314,increased,3
12350,are!”,3
13616,expectant,3
701,inhabited,3
1893,endurance,3
7054,smaller,3
13964,deliver,3
10300,airs,3
9819,distinction,3
819,torpid,3
4141,duration,3
6787,incumbent,3
702,coast,3
15474,patted,3
12201,flee,3
3722,alone.”,3
10319,shines,3
9796,acute,3
7052,pallid,3
4181,decay,3
3679,a.m,3
1899,outer,3
4192,stronger,3
6771,affable,3
9783,shares,3
4188,fog,3
10333,formerly,3
4185,rainy,3
4183,inclement,3
6774,oftener,3
9795,estranged,3
4178,owner,3
252,external,3
10324,unlikely,3
827,pack,3
12189,horse-chestnut,3
3697,bedclothes,3
9793,essential,3
7065,fitful,3
10320,on.”,3
3724,laden,3
3725,passengers,3
1746,howling,3
3758,mortally,3
9871,afford,3
4092,gravely,3
4090,encountered,3
3756,musical,3
4086,simultaneously,3
3757,instruments,3
1784,rear,3
4083,weather-beaten,3
9892,elicited,3
3759,apprehensive,3
13635,destroyed,3
4073,costume,3
3763,figured,3
9907,refer,3
13890,repressed,3
4064,wearing,3
13889,repentance,3
10261,exercised,3
4060,shaped,3
6820,amazed,3
12211,moth,3
814,crescent,3
1884,herald,3
10287,ruthless,3
1883,beam,3
3729,hoisted,3
706,southern,3
4122,girdle,3
707,extremity,3
6794,civil,3
3732,“be,3
13628,stark,3
9853,puts,3
13926,dishonour,3
4100,veneration,3
3738,"right,”",3
9861,gracefully,3
1880,agitation,3
3740,severed,3
4107,irids,3
4106,benignant,3
3743,hundreds,3
3747,dine,3
218,doctrines,3
9401,jump,3
7164,prattle,3
7918,midsummer,3
6482,conveyance,3
12047,anticipation,3
2070,wonderful,3
1612,necks,3
9260,probability,3
10663,illumined,3
2069,night.”,3
532,humbled,3
4768,cling,3
9262,straying,3
10658,kneel,3
6554,plainness,3
9125,openly,3
7357,exclamation,3
3408,resentment,3
4621,provoking,3
3397,tract,3
6549,reflect,3
13374,thy,3
6548,leisurely,3
6547,climbed,3
2112,strained,3
3386,manager,3
2074,“bessie,3
13355,surplice,3
10796,deem,3
3294,combed,3
1628,“old,3
3295,pinafores,3
535,inferiority,3
14358,granite,3
4635,meed,3
2066,bessie.”,3
1611,twisted,3
4638,defective,3
6572,marking,3
3422,severely,3
15718,offers,3
10810,endearments,3
6473,word.”,3
15379,expected?”,3
10638,bandage,3
9314,finest,3
9122,vindictive,3
9320,raven,3
2058,miss?”,3
9321,oriental,3
15684,"this,”",3
6576,ascended,3
4572,fender,3
9292,intend,3
201,deeds,3
7361,bounding,3
4594,patiently,3
4778,end.”,3
3284,cultivation,3
7359,clattering,3
4596,consequences,3
10643,strikes,3
6478,"likely,”",3
198,thorns,3
9281,tokens,3
10646,house.”,3
9279,gifted,3
3285,mortify,3
4708,nations,3
4772,abyss,3
4636,liberally,3
4640,rational,3
15383,expectations,3
1619,stripped,3
7315,positive,3
3319,hardy,3
3345,“good-bye,3
7344,rider,3
554,quarrelling,3
3346,theodore,3
4725,forthwith,3
274,penetrate,3
3317,unsophisticated,3
6521,inexperienced,3
6500,umbrella,3
10735,audacity,3
4731,softening,3
3309,consistency,3
10741,advise,3
6516,resource,3
9194,leas,3
977,extremities,3
12014,devote,3
1614,killed,3
10768,delights,3
9172,turns,3
4695,alter,3
3326,trained,3
6511,convenience,3
3337,responsibility,3
2099,main,3
10755,follows,3
16380,urge,3
4706,christians,3
9182,evincing,3
973,spacious,3
4677,enemies,3
10696,what?”,3
4751,spark,3
12004,trunks,3
276,reveal,3
2080,say—,3
2079,housemaid’s,3
4750,cumbrous,3
13343,resisting,3
9237,contrasted,3
4676,king,3
9139,"yet,”",3
12455,split,3
10700,transaction,3
9246,execution,3
9248,married?”,3
10698,middle-aged,3
3300,people’s,3
3366,robust,3
13339,steadfast,3
12481,“truly,3
14314,redeemer,3
7347,tenant,3
6532,thornfield?”,3
13293,exaggerated,3
271,metal,3
10785,rage,3
9214,brilliantly,3
12462,tempest,3
7346,gytrash,3
12009,discreet,3
7307,threading,3
6497,oil,3
3306,“had,3
9326,grecian,3
4605,doctrine,3
10763,discoveries,3
9356,sickening,3
9383,bedrooms,3
3257,akin,3
9089,wise,3
4809,limits,3
1015,punished,3
7239,members,3
2031,apothecary,3
4543,gloaming,3
3261,lake,3
7243,holiday,3
13421,creole,3
13420,merchant,3
269,gilding,3
4827,famished,3
1640,commit,3
3449,affirm,3
4804,snows,3
6453,can.”,3
11990,dejection,3
7249,accorded,3
14403,remembering,3
10819,beckoned,3
13416,manor,3
9382,sends,3
7237,attempts,3
13274,bind,3
9360,supposing,3
7376,whereupon,3
3252,repress,3
4821,distressing,3
3251,struggled,3
3253,sob,3
3254,impotent,3
7230,murmurs,3
3467,freedom,3
9372,advertisements,3
11994,footing,3
3274,"madam,”",3
9375,"master,”",3
9085,prudence,3
7373,pronouncing,3
4519,girl!”,3
9376,spilt,3
2034,physician,3
1646,tiresome,3
3473,frightened,3
7236,attach,3
6595,demurely,3
9361,vital,3
13427,lawyer,3
4554,forming,3
4523,emerged,3
6582,ushered,3
9061,polishing,3
9094,needs,3
6465,brother.”,3
9334,compare,3
4832,relinquishing,3
4795,difficulties,3
527,toes,3
6466,“an,3
9333,“whenever,3
2121,rending,3
1009,pining,3
7366,snuffed,3
16452,him—to,3
7218,fellow-creatures,3
4568,creeping,3
16340,obedience,3
3479,reed.”,3
12439,thee,3
12071,strangled,3
52,acknowledgment,3
525,nipped,3
4799,hardships,3
13396,vibrated,3
3268,vacations,3
6940,injudicious,2
11574,hostile,2
11568,peremptory,2
7381,effectually,2
11678,amity,2
11679,relentless,2
15112,unfavourable,2
11985,shortened,2
7384,silenced,2
12299,avoided,2
7447,governess.”,2
7386,pilot!”,2
7330,rubbish,2
11690,eradicated,2
161,detect,2
11571,dainty,2
12489,stunned,2
7814,play?”,2
15487,papa.”,2
7815,established,2
11951,contradict,2
12218,fellow.”,2
12290,connaught,2
15069,casements,2
11674,bitterness,2
7438,“whose,2
11585,oppression,2
7914,artist’s,2
12272,you—with,2
7825,school-girl,2
11949,“think,2
15347,me—no,2
15108,pastoral,2
15489,begins,2
7818,‘do,2
11675,yearning,2
219,tend,2
7351,scarce,2
11950,heeded,2
229,it—a,2
15484,"oliver,”",2
7799,appointed,2
12298,gushed,2
12477,nursery.”,2
15127,manifested,2
7905,tinge,2
12346,conventionalities,2
12018,decently,2
12487,giddy,2
12207,knot,2
7449,governess!”,2
7445,merino,2
7046,coveted,2
15130,peaceful,2
11673,promptings,2
7789,pompous,2
12208,inhale,2
6927,literature,2
6922,frédéric,2
12010,"to-morrow,”",2
15121,blameless,2
15481,advances,2
7444,are—”,2
7458,horse’s,2
12339,oath,2
12274,humility,2
7378,stamping,2
15483,seasonable,2
7457,“try,2
7779,worshipped,2
7455,kind.”,2
7039,generations,2
7453,commission,2
7805,judgments,2
15537,convulsion,2
6918,ces,2
6936,easel,2
15118,zealous,2
7785,novice,2
7452,underwent,2
15535,lifetime,2
7417,incarnate,2
15490,evening!”,2
6983,coverings,2
12717,restrictive,2
11646,attending,2
7875,peak,2
15331,develop,2
6964,mounting,2
7422,good-humoured,2
11972,stupor,2
6963,looped,2
12484,dimpled,2
7409,questioning,2
6990,fastidious,2
7855,subjects,2
12499,realise,2
11647,necessary.”,2
7879,portrayed,2
6991,expects,2
12242,"“jane,”",2
191,mask,2
6996,“_i,2
7426,renew,2
7400,steel,2
6997,liberal,2
11970,hoping,2
12734,crater.”,2
12722,“absolutely,2
12221,reminds,2
11975,impress,2
11627,drawling,2
12246,indeed.”,2
12730,fire?”,2
7365,echoed,2
7916,day?”,2
12732,rises,2
7872,drowned,2
6969,garlands,2
12727,manna,2
11635,committing,2
7364,barked,2
11636,rudeness,2
7363,groan,2
15517,repaying,2
11623,eliza’s,2
7866,beak,2
6976,ottomans,2
7418,masculine,2
15513,estimable,2
11637,sneer,2
12724,cave,2
6982,canvas,2
7861,billows,2
15094,lent,2
11621,hardness,2
7431,horse.”,2
7844,thought.”,2
12003,part.”,2
12743,“besides,2
7021,appropriated,2
11957,quiescent,2
15317,stock,2
15493,strode,2
6952,nobly,2
12707,remonstrance,2
15078,sustenance,2
15318,fee,2
12264,extensive,2
7435,letter.”,2
7023,bedsteads,2
12696,distrust,2
220,elate,2
15302,speculation,2
7026,walnut,2
15301,risked,2
12306,morally,2
15530,exertion,2
15100,scholar,2
190,pluck,2
7352,covet,2
12228,sadly,2
12258,“soon,2
7394,extorted,2
7014,landed,2
15095,discuss,2
7398,fur,2
15501,hopelessly,2
221,magnify,2
15522,elevated,2
7432,"yourself,”",2
15097,coincided,2
3,autobiography,2
12312,ribs,2
7010,observing,2
7016,searched,2
7836,mine.”,2
7839,"fairfax,”",2
11968,peace.”,2
7433,from?”,2
11996,forbearing,2
11654,foolish,2
12742,"is,”",2
7396,waxing,2
12230,lapse,2
15525,welcomed,2
12229,fails,2
12708,bairn,2
12438,"in,”",2
12198,nightingale,2
7641,candle.”,2
12421,meddle,2
7635,scattering,2
12420,yours.”,2
11784,contribute,2
12102,ignis,2
11783,portraits,2
12570,silken,2
12117,queen,2
12109,feast,2
7257,amusement,2
7531,aspired,2
7526,cells,2
12412,wife?”,2
7646,first-rate,2
12572,undergo,2
12424,exultation,2
12624,ingram?”,2
15263,pent,2
7628,shrubs,2
11792,woes,2
7535,measureless,2
12055,ostler’s,2
12056,frequented,2
11793,adverted,2
15389,bounty,2
7623,n’est-ce,2
12574,uncanny,2
7622,vrai,2
7182,thankfulness,2
7621,c’est,2
12062,watery,2
11782,lied,2
12405,suffer.”,2
12063,it—it,2
7151,competent,2
7662,horizontal,2
7663,decisive,2
12633,jane—and,2
12382,whit.”,2
12636,offer.”,2
7152,average,2
11769,actively,2
15423,contend,2
11767,nest,2
12449,"time,”",2
12146,specially,2
12450,temporarily,2
7518,storms,2
12551,distasteful,2
15377,austerity,2
7659,cushion,2
12558,coarseness,2
7268,dimness,2
12393,husband.”,2
12399,quickly.”,2
7657,superb,2
7158,teachable,2
7159,traits,2
7160,development,2
184,morality,2
7523,interior,2
12126,acumen,2
202,diametrically,2
12560,eloquent,2
7263,mdlle,2
7653,precede,2
15218,jesus,2
7613,petite,2
7328,tenanted,2
11859,betake,2
12077,labourers,2
11828,complaints,2
7210,rebellions,2
7225,sex,2
11826,rites,2
7579,shrewdly,2
12070,ever!”,2
11821,over.”,2
7206,quickened,2
15253,promises,2
12083,unstrung,2
12605,conquered,2
7202,it—and,2
12084,mastery,2
7211,political,2
12582,suitors,2
12601,heart?”,2
11832,embroidery,2
11856,insufferable,2
7572,callers,2
11833,thus—,2
7212,ferment,2
7223,condemn,2
11840,courted,2
7569,vacate,2
12437,roared,2
15402,ministry,2
11842,dancing,2
15400,blocked,2
7215,stagnation,2
11851,happen,2
7200,mind’s,2
12441,“could,2
7240,viz,2
11798,allotted,2
7235,staid,2
7605,le,2
11807,regularity,2
7608,si,2
12066,resting-place,2
12614,astonishing,2
7187,storeroom,2
15233,offices,2
12065,redness,2
15412,renown,2
12090,face—which,2
11869,assiduously,2
15258,out?”,2
7544,mingling,2
11866,spy,2
12442,leapt,2
11808,threatened,2
15408,orator,2
7231,pot,2
7194,kinds,2
7596,cadeau,2
11865,circles,2
7552,wagged,2
15230,proprietor,2
12611,essay,2
11813,recover,2
11815,execute,2
12577,samson,2
11816,long-cherished,2
7553,tail,2
11820,fretting,2
7275,coral,2
15188,firs,2
12380,writhed,2
11936,madeira.”,2
12033,desirable,2
15358,breezy,2
15152,impulses,2
7742,unaccountably,2
7308,passes,2
12525,dearly,2
12031,plenteous,2
12681,alice,2
15245,farmers’,2
7310,tinkle,2
7743,bewitched,2
7071,ladder,2
11938,fixedly,2
11703,recalling,2
7740,“eight,2
7482,bite,2
7081,overgrown,2
7485,spurred,2
7486,heel,2
11711,starts,2
7300,brightening,2
12529,plains,2
12038,discoloured,2
12672,lost?”,2
7723,deserts,2
7086,marbled,2
11719,maintenance,2
12530,famous,2
12534,naples,2
15456,heiress,2
11720,whining,2
7478,wrenched,2
7070,attics,2
15373,rivers’,2
7770,thornfield.”,2
11694,unchanged,2
12687,scepticism,2
12352,pressing,2
11691,icily,2
15139,condensed,2
12020,veil.”,2
7467,mahomet,2
7748,damned,2
12472,rejoicing,2
7463,trampling,2
7323,aërial,2
7055,sleeps,2
7326,windings,2
7772,numerous,2
7762,"character,”",2
7761,adèle.”,2
12021,dissuade,2
12684,father.”,2
12023,“much,2
7064,life’s,2
15290,“dead?”,2
12683,ages,2
7757,recommended,2
11939,prosperity,2
7475,saddle,2
7314,whisperings,2
15148,reference,2
12682,solve,2
7068,leads,2
7750,forsook,2
7477,grimly,2
15165,appreciated,2
7299,hill-top,2
11721,wail,2
12155,suns,2
7509,ascend,2
11753,lethargic,2
11749,threatens,2
12154,skies,2
11908,aunt.”,2
15182,lame,2
12453,crashed,2
12177,furnace,2
7112,together.”,2
11748,“stop!”,2
7110,sews,2
12545,me—for,2
7109,poole.”,2
12663,belief,2
12150,morning’s,2
7127,ghostly,2
15274,concerned,2
7684,freak,2
7128,“too,2
12646,concentrated,2
7129,"grace,”",2
12048,interim,2
7133,assist,2
7134,"work,”",2
7514,viewless,2
12149,horseman,2
11900,well-remembered,2
7137,exclaiming—,2
15369,restoration,2
12643,whit,2
7142,bien,2
12161,albion,2
7106,originated,2
12163,baked,2
12457,fount,2
7298,eastward,2
12459,beams,2
7093,groping,2
7716,think?”,2
12458,fruition,2
7097,castle,2
7296,principal,2
12535,florence,2
212,confounded,2
7294,overflowed,2
7708,petit,2
12176,jewel,2
7,illustrated,2
7707,votre,2
15179,reluctance,2
7504,faintest,2
12368,abide,2
210,confound,2
11917,exists,2
12369,over-excited,2
7496,secondly,2
12166,tinted,2
7701,cup?”,2
7699,assiduous,2
7497,down-hill,2
7498,hoofs,2
7501,pollard,2
7698,rejoinder,2
7697,"tea,”",2
7502,willow,2
11706,restlessly,2
11160,still.”,2
15058,humblest,2
13418,antoinetta,2
9306,irregularity,2
13394,consists,2
13395,living.”,2
9325,august,2
10635,silly.”,2
9328,diamond,2
10626,ear.”,2
10625,threshold.”,2
13413,20th,2
9347,stamp,2
9348,indelibly,2
14244,clay,2
14243,possessor,2
9352,externally,2
10573,pacing,2
9354,failing,2
14241,prison,2
10603,gratify,2
10601,declares,2
10600,elbow,2
9358,recollecting,2
10592,ejaculations,2
10589,enlightened,2
10583,us!”,2
9364,agonies,2
9365,self-respecting,2
10582,right!”,2
10577,sibyl,2
9304,omit,2
9303,defect,2
9301,“listen,2
9300,extrication,2
13340,flaming,2
14306,homeless,2
9239,course?”,2
10694,sits,2
13360,damer,2
9252,entailed,2
10676,nutriment,2
9257,unequal,2
14295,sorely,2
13379,earthquake,2
9259,tea.”,2
10662,ripple,2
9264,boundless,2
14292,"death,”",2
9267,bar,2
13387,watchful,2
9271,rejected,2
9275,fantastic,2
10648,are.”,2
9285,wiser,2
10644,highest,2
9289,lids,2
10642,contact,2
9290,accursed,2
9294,kindle,2
14278,imparts,2
10639,sedative,2
9370,suggestions,2
9373,conjectures,2
14464,mun,2
9474,rubbed,2
10525,blockhead,2
9442,overheard,2
9447,complain,2
9450,they’re,2
13477,client,2
14180,lion,2
13479,bastard,2
14173,renounce,2
14172,blackness,2
10510,jests,2
9469,purposely,2
14168,resistless,2
13490,copied,2
9475,saloons,2
14230,truthful,2
13492,heavenly,2
9479,exotics,2
13493,invite,2
10500,do—i,2
10497,forward.”,2
13498,legal,2
14156,mockery,2
13501,wretch,2
9499,galloped,2
9502,waving,2
10484,swears,2
9512,venturing,2
9516,ladies’,2
10527,animation,2
10530,coming.”,2
9430,moderate,2
13471,deserve,2
10569,notwithstanding,2
10567,sourly,2
9385,maids,2
14228,ultimate,2
9388,foretold,2
14223,opinions,2
10566,dissatisfied,2
10565,momently,2
9398,furbish,2
14218,stringent,2
10562,whim,2
10560,practised,2
10553,sister?”,2
14216,laws,2
10549,joke,2
10545,wring,2
14210,indomitable,2
13462,to-day.”,2
9417,excepted,2
9418,damping,2
9421,glide,2
9422,list,2
13464,recklessly,2
10538,"first,”",2
13470,pastor,2
14200,perversity,2
14199,sully,2
9235,ends,2
10712,involved,2
10713,web,2
9087,omitted,2
14417,responsibilities,2
14412,lizard,2
9060,dropping,2
9068,coolness,2
13267,enfeebled,2
14396,worlds,2
10830,displaced,2
9078,advisable,2
14393,planets,2
13268,was?”,2
14391,shattered,2
9086,“hitherto,2
10828,me—on,2
10825,supple,2
9232,amber-coloured,2
10824,rounded,2
10822,withered,2
14384,night-air,2
14380,bilberries,2
14377,rejection,2
10816,swore,2
13276,united,2
9104,inscrutable,2
10812,protract,2
9107,down?”,2
14370,reluctant,2
10809,brine,2
13,paton,2
14418,conscientiously,2
10837,idea!”,2
9047,wood-work,2
14420,relax,2
14459,employ,2
14456,needle-factory,2
8991,grains,2
14454,farm,2
10866,automaton,2
8995,"awake,”",2
10865,indies!”,2
8998,"yes,—and",2
14452,chief,2
9001,buoyant,2
10864,“mason!—the,2
9005,shore,2
14448,plain-workwoman,2
14447,dressmaker,2
10854,doing.”,2
9022,waked,2
10851,signify?”,2
14432,rumbling,2
9027,scrubbing,2
13258,flinging,2
9029,dimmed,2
9032,paleness,2
10843,absurdity,2
9033,murder,2
14427,pasture-fields,2
14426,spire,2
9043,“such,2
10802,flavour,2
9115,conflagration,2
9116,custody,2
14328,impassioned,2
14327,retrace,2
10754,susceptible,2
10748,stretch,2
9191,journey.”,2
9193,out.”,2
9195,eshton’s,2
71,pretensions,2
10740,wondrous,2
10739,eligible,2
63,indulgent,2
10738,considers,2
10734,warrant,2
13326,lily,2
13327,ready?”,2
14320,extract,2
10728,happy?”,2
13332,boxes,2
9212,richly,2
9213,decorated,2
9216,families,2
10724,analysed,2
10722,face.”,2
9217,belle,2
9218,evening.”,2
9226,sloping,2
9227,olive,2
9230,longest,2
9188,“though,2
14329,stifled,2
9118,withheld,2
10765,sensibility,2
9123,meanest,2
9124,dependents,2
10800,fade,2
14362,gust,2
10798,claims,2
9129,"“yet,”",2
14355,growth,2
9138,supposition,2
13286,pant,2
9140,“_you,2
10791,guiding,2
10788,casting,2
14347,incredible,2
14346,objectless,2
13292,dishevelled,2
10782,holds,2
14345,sign-post,2
9153,rouges,2
14339,north-midland,2
9160,keener,2
9161,enjoyments,2
10775,enemy,2
10774,compressed,2
9169,wickedness,2
9171,vexing,2
14334,heart-wrung,2
9177,argument,2
9518,distinguishable,2
14141,furtively,2
10477,once!”,2
13865,esteemed,2
13888,curtailed,2
10251,vent,2
13651,help.”,2
9916,joubert,2
9918,lachrymose,2
13887,upbraiding,2
13886,eschewed,2
30,esq,2
13875,whilst,2
9935,tedo,2
13870,grovelling,2
13867,refinement,2
9943,interpreted,2
9952,“certainly,2
9843,argue,2
13856,besotted,2
9955,tolerated,2
13855,stimulated,2
13853,possessions,2
9960,reste,2
10245,attainments,2
